num,percentage
1,0.596853597730464
2,0.5068821315282754
3,0.600125098253888
4,0.6708914080241738
5,0.6946352887323081
6,0.7235618176488775
7,0.7445885713081067
8,0.7306582388424389
9,0.7029543063082523
10,0.7071591477325582
11,0.6902940307834359
12,0.7003344333419055
13,0.7169567642288444
14,0.7143894588380073
15,0.7242160441728273
