num,percentage
1,0.5261830778465344
2,0.41879684999578876
3,0.8352579514528512
4,0.8255604788946623
5,0.913132452230383
6,0.8765646965393348
7,0.8682207865035644
8,0.6300593039276372
9,0.6528400862811022
10,0.8198022478853656
11,0.5327354187645732
12,0.8077349533578992
13,0.7707933054393306
14,0.8330714057593016
15,0.7793234073304931
