num,percentage
1,0.8799243938968687
2,0.7514301738642737
3,0.6356972408492366
4,0.6467433993134414
5,0.6467433993134414
6,0.6573473258982859
7,0.6516040627540737
8,0.6323157165796347
9,0.6326133195694839
10,0.6164647122049187
11,0.6334339385608857
12,0.6407130317869101
13,0.6336265747571903
14,0.6317828057443681
15,0.6372689190224541
16,0.637759527000565
