,number,time,duration,screen_x,screen_y
1055,1056,777168,179,123,920
1056,1057,777387,159,115,961
1057,1058,777686,299,105,949
1058,1059,779002,160,44,785
1059,1060,780059,199,737,862
1060,1061,780378,379,717,679
1061,1062,780996,139,768,676
1062,1063,781156,120,756,679
1063,1064,781674,159,832,683
1064,1065,781893,199,786,729
1065,1066,782152,199,781,706
1066,1067,782451,140,790,821
1067,1068,782611,120,788,808
1068,1069,782850,199,807,813
1069,1070,783090,139,784,825
1070,1071,783269,100,772,863
1071,1072,783847,100,759,849
1072,1073,784266,120,747,839
1073,1074,785562,100,722,633
1074,1075,786858,120,743,628
1075,1076,787216,120,784,617
1076,1077,788074,100,841,667
1077,1078,788333,140,775,691
1078,1079,788492,140,766,687
1079,1080,788752,100,770,651
1080,1081,789110,219,815,660
1081,1082,790247,120,61,612
1082,1083,790666,140,54,618
1083,1084,791702,120,45,577
1084,1085,793437,100,101,675
1085,1086,794833,100,294,315
1086,1087,795251,160,238,269
1087,1088,795730,100,402,240
1088,1089,796129,100,437,267
1089,1090,796547,199,85,250
1090,1091,797185,100,21,207
1091,1092,797624,120,715,681
1092,1093,798003,100,69,648
1093,1094,799000,100,775,648
1094,1095,799358,100,775,660
1095,1096,799478,160,771,651
1096,1097,799717,179,795,655
1097,1098,799957,100,806,671
1098,1099,800694,100,250,245
1099,1100,800954,140,246,210
1100,1101,801352,179,815,648
1101,1102,801711,219,781,651
1102,1103,802150,100,871,641
1103,1104,802449,100,773,661
1104,1105,803486,140,779,637
1105,1106,803884,140,816,652
1106,1107,804582,239,847,658
1107,1108,805061,179,850,638
1108,1109,805699,120,295,241
1109,1110,805898,120,317,241
1110,1111,806436,419,330,233
1111,1112,806875,239,327,219
1112,1113,807593,120,765,687
1113,1114,809626,120,839,708
1114,1115,810384,120,831,714
1115,1116,811142,160,775,741
1116,1117,811780,120,853,749
1117,1118,812039,100,753,745
1118,1119,812158,279,802,757
1119,1120,812557,180,878,763
1120,1121,812816,139,768,767
1121,1122,812976,120,771,748
1122,1123,813614,159,851,769
1123,1124,813833,140,775,763
1124,1125,814690,100,756,776
1125,1126,818060,100,54,644
1126,1127,832833,140,745,615
1127,1128,849920,100,798,730
1128,1129,850119,140,794,765
1129,1130,882717,140,770,853
1130,1131,883235,120,768,871
1131,1132,884192,219,786,855
1132,1133,885070,100,773,841
1133,1134,885289,199,1113,919
1134,1135,885867,140,1102,945
1135,1136,886126,259,1198,1038
1136,1137,887183,160,769,841
1137,1138,887662,159,799,810
1138,1139,889855,100,787,866
1139,1140,907380,179,94,766
1140,1141,907778,100,120,750
1141,1142,908237,120,811,899
1142,1143,909234,120,785,899
1143,1144,910650,100,760,773
1144,1145,912085,120,766,848
1145,1146,915913,100,78,735
1146,1147,917309,120,793,856
1147,1148,919621,100,910,775
1148,1149,920080,120,787,795
1149,1150,932082,100,706,589
1150,1151,936449,160,17,626
1151,1152,937087,140,18,628
